,content,score
784,这才一个月手机，触屏已经有问题，我买的小米9为什么突然间，电话接不了，解密码解不了，关机也关不了？,1
785,都说小米解决手机发烫的问题了，但是在用的过程中还是发烫。就是平常用的过程中发烫。,1
786,收到新机第一次充电 发现插头插进去后是歪的 联系京东换货 已经取走 还要售后检验看是否人为。。。等待后续结果中,1
787,手机屏幕容易断触，手滑灵敏异常，音效处理方面容易出现音效错乱，比较差劲可能不会再期待小米产品了,1
788,盒子看起来像是摔了的，到手第一天下了个QQ飞车，结果黑屏，死机，充电都不亮屏，联系客服说要核实才能退货，不能无理由退货，才刚拿到俩小时，醉了，开通会员才可以无理由退货，哎！,1
789,"手机很满意，但是对京东不满意，6.1号买的赠送充电宝,6.16号降价200不送充电宝。说好的全程价保，有赠品就不能价保，就要扣除赠品钱，~这无线充电宝啊，有用吗，值两百？",1
790,断流,1
791,手机第一天屏幕陀螺仪出现问题，更新系统后屏幕出现抖动现象,1
792,为什么这个手机的信息会这么差，同一家运营商的卡，同一个位置，和小米5放在一起，竟然比小米5的信号差了近20db。,1
793,相当一般，期望高了，后悔难免，将就着用用。如果不是水滴屏还能勉强。总之路变黑,1
794,好多华为有的功能 小米都没有  后悔买了小米了   耳机不送 膜也没有  除了按亚指纹别的 也没什么啊,1
795,手机用了一个多星期了，别的还好，我就郁闷了，为啥没有防触屏功能？放口袋一直触屏，一直有声音，三千块的手机居然没有防触屏功能，我醉了，能不能改善下？,1
796,强行买手机壳才有货，现在手机拖了几天到了，手机壳是本地货却不见踪影。我没赚，京东没赚，那么请问到底谁赚了。,1
797,一星。发货又慢，屏幕中间黄上下白，比我以前max2还要差。懒得退,1
798,手机是真的差劲，已经换过一次了，指纹识别整个屏幕都变色，刷网页高频出现无数据现象，间断替你断网，能省很多流量，唯一亮点物流比较快,1
799,米9还不如米5好用，nfc功能是假的。另外下单后取消订单，米9还是送货了。,1
800,断流，连我三年前的华为p9稳都没有，玩个王者荣耀延迟是不是跳一下，唉,1
801,不说什么性价比，但是这个无线断流太频繁了吧，电池耗电太快了也是个硬伤，其他的暂时没有发现问题，手机挺快的拍照也很好,1
802,买回家在小米应用商店下载应用，每次下载都会重启，恢复出厂设置都不行，了解wifi也老是断掉，每次断掉都会重启,1
803,用了一段时间才来评价的。一、~会自动退出二、玩吃鸡游戏卡得不行了三、会黑屏。不值这钱，还骁龙855，买这手机有点浪费钱,1
804,质量不过关，摄像头和后盖之间有大缝隙，屏幕左下角有不知道怎么描述的瑕疵，都很明显,1
805,手机有问题，~通知无法实现顶部跳出来通知，所有权限都开了。系统也升级了，还是没用。,1
806,手机信号不是很行，显的4g+就是没有网，而且，在市区的导航弱从城南到城北都是一样的。wifi连上也是有时有信号有时没有。,1
807,用了几天玩游戏时候感觉边边角角不太灵有时候按半天也不好使又出现和我一样问题的的嘛,1
808,京东的配送没有任何毛病，就是这款手机，我很迷，之前因为故障，开不了机换新了一次，现在又出现屏幕触控不灵，卡死的现象,1
809,续航不好。平常使用也不怎么卡顿。凑合用吧。便宜。总是在兜里误触，拨打电话。乱七八糟。,1
810,手机外观功能一切正常，屏幕不知道是出厂瑕疵还是怎么回事，屏幕全白背景的时候靠近底部有一小块淡淡的花屏，由于在手机下半部分，我就没有要求换机了，但是心里很不爽，所以不能给好评！,1
811,手机充电慢，还没我OPPO r9充的快。专门用了一个星期才来评价的，有时候要死机，总体感觉一般般吧,1
812,用了差不多一个月了充电很快电池很快用完 总体来说不错 气愤的是后摄像头我用，湿巾纸，擦了一下，然后摄像头有点进水了,1
813,话不多说，老铁们看图，第一张是我手机，问了客服情况给的回应是没有过这种情况的反馈，所以是只有我手机有这种情况?,1
814,哎，一言难尽,1
815,屏幕指纹比不上ov慢吞吞的，手机放桌面上屏幕指纹就解锁不了，还得拿起来，电池不经用，不过手机确实薄,1
816,外观好看，手感不错，用了快2个月了运行挺快的，但是经常网络不在服务区不知道是什么鬼，电话经常打不了，联系售后了，只说寄回去维修，新机就要维修吗,1
817,信号不知道为什么这么差，不同的手机同样的地方，还有打王者的时候卡了两次屏，黑了一次屏,1
818,首先物流很快，但是角被撞了几下比较明显，电池不怎么样，关键指纹有时灵有时不灵，还是手没水有水根本没用。这就是6代技术，再用一两天总是这样的话要退要么换。,1
819,刚到的时候，钢化膜就掉了一小块，但不影响使用。过了一晚上，钢化膜突然就碎了？？？？咋?这是有自。爆装置？？,1
820,辣鸡，网络信号不行，别人可以玩的地方我们就卡,1
821,什么赠品都没有，就只有一个手机和充电器，耳机和无线充电还要自己买。,1
822,这个听筒跟外放一样，开小了又听不见，每次打电话都要调声音，真的心累，能不能退货,1
823,用了二十多天电池就不行了，晚上睡觉时还有一半的电早上起来就已经自动关机了，屏幕上的指纹也从来都没有管用过,1
824,手机有点卡顿，~等个别软件存在卡死，客服就知道让卸载重装，真的有点不开心，所以就退货了，手机拍照手感还是不错的，就是客服态度有点小问题,1
825,呵呵了 降了200不退差价京东 现在就想着搪塞消费者 一个企业也是慢慢没有诚信了,1
826,哪里有所谓的那么好，听筒问题，音量小，电池不经用，,1
827,一晚上待机15格电，什么都关了。这手机就是搞笑的。,1
828,用了6天，触屏就不灵了，点撒都么有反应，电话接不了，手机都关不了机！ 辣鸡?！,1
829,手机日常使用还算挺流畅，买了一个星期吧，打王者荣耀出现了一次死机，在打王者中多次出现了方向键断触的问题。通俗来说就是原地呆着两秒左右。吃鸡倒是一次都没有。,1
830,屏幕不好。夜里打开一个灰色的照片（大概15.5%的灰度，或则RGB都在40），可以明显看见亮度不一致！夜间右侧偏暖！ 屏幕不好。夜里打开一个灰色的照片（大概15.5%的灰度，或则RGB都在40），可以明显看见亮度不一致！夜间右侧偏暖！,1
831,正常使用不到一个月，一直使用原装充电器，没有发生碰撞，进水，现在充不进去电，这质量不敢恭维,1
832,手机信号差，原本能买单的地方米9完全无信号，做手机不把最基础的功能做好，总是整些有的没得！,1
833,10天不到就降价200，申请价格保护都不行，再说说手机问题，待机很短，照相一般，玩游戏还挺不错的，屏下指纹经常不灵,1
834,"不太好，打个王者都卡，还黑屏，拿回去换了还没到
可能是我运气不好，正好拿到残次品
来回耽误我时间，糟心",1
835,冲着拍照像素买的，但是感觉像素并没有多好，然后耗电快，充一次不玩游戏不看电视一天都用不了，感觉买亏了，将就用吧,1
836,手机做工不怎么好  太耗电 手机拍照有点模糊 这样的手机怎么会有人买,1
837,小米9最大的缺点就是电量少耗电快，关键就是我买了不到一个月居然降价了三百，而且在这时红米k20居然准备即将发布了，性能比小米9好比小米9便宜比小米9漂亮，后悔买了小米9，早知道多等一个月，买k20，希望k20吊打小米9,1
838,原配的转接头是坏的，插上去根本没有反应。不是原配的插上去就可以用。昨天到的货，今天才发现，对小米失望！,1
839,我买的是小米9 6g的 拿来玩王者荣耀 买了不到一个月吧 玩王者的时候经常闪屏 只能说这手机一般般 以后试下别的牌子 不能着了雷军的道 质量还是有待提升的,1
840,用了俩月了，最近不知道咋的，开飞行模式12个小时掉了48的电，不吹不黑，已经连续好几天这样了，烦躁,1
841,一般我觉得配不上这个价格拍照很清晰打王者也很快就是容易卡死接电话时常听不到声音~语音也容易卡,1
842,系统不能恭维，用机不到1天，就卡机死机后重启6次，玩个~都能卡死,1
843,"不建议购买 ，屏幕经常会自动点击 。手机信号满格就是没有网络 。经常会卡。看一下照片 ,信号满格就是没有网络。别人都有网络",1
844,早上百分之百的电只听了一个小时的歌玩了把王者然后就一直揣兜里没怎么玩就只剩30的的电量，一天都支撑不了，伤心想退货,1
845,从想小米4之后再次买的  体验不好  放在兜里经常响 不是输入电话号码 就是拍照，关了双击唤醒、抬起唤醒一点用没用。,1
846,八G的不能买 不合适  而且我的光线感应器和距离感应器都有毛病  果断 退了  一场虚惊差点入坑,1
847,挺期待的手机，结果有点差强人意啊，刚来相机几天显示故障，系统更新了一下之后按键就不太灵，还有，小爱同学应该改进，语音呼叫基本不行,1
848,奔着无线充电功能买的   居然不配备无线充电盘  还得自己买   没有耳机   只给了一个耳机转换头  手机在口袋不知道怎么回事老是出现紧急呼叫,1
849,同一天出现3个价格，问题是保价不了，同一天同一个型号同参数产品搞2个链接，就出现2个产品，蒙混过关，神操作,1
850,不该跟风买小米9的，经常断流，断触，用了一个多月吧，已经有点卡了，体验有点差，拍照经常卡顿，不知道为什么，以前用手机从来没有过这种情况,1
851,第一手机用了一个月后就开始非常费电，手机刚充满100不到几分钟就掉百分之一，就是巨费电。第二手机会死机滋滋滋响要关机重启。第三最近玩王者荣耀会无响应。其他的还行吧,1
852,话不多说 装口袋里，不是打电话就是打开相机浪费电，各种神奇的骚操作，也是醉了。我还以为没关锁放进口袋的呢。,1
853,不好的手机，揣在兜儿里老是出现误触拨号的故障，居然有一次给我打到110那里去了，电话那头的警察得知情况后把我好一顿训!还好我态度好，警察没追究我，不过想想也觉得这手机可怕!小米公司可恨， 居然造出这样的产品来坑客户,1
854,使用2天后，手机没有一点信号，恰好出去办事，还没拿钱包，so悲剧了，最后在交警的岗亭，借了个交警的手机才联系上同事，结果是果断退货。这算不算美好的回忆，,1
855,快递速度很快，电池小，断流等小问题我都能接受，但是产品自带手机壳是黑色的，不知道啥情况，确定是和炫彩蓝匹配的吗？转接头也是坏的，调货审核时间特别长，?，目前手机耳机都没得用，总得来说这次购物很不愉快！,1
856,这是第二个小米9了，nfc依旧打不开门。为啥小米6，米8，mix，9se都能打开，只有9打不开？？？这么大的设计缺陷，~一搜小米9nfc不能用的消息，一搜一大把，就是没人重视呢？？？？？？？？？,1
857,手机怎么说喃，不咋的没有我想象的那么好，拍照不咋的，屏幕素质太差，还没有我Nova2s的屏幕素质好，除了855外手机整体没看出有什么突出的地方，手机体验不佳。,1
858,无法截图,1
859,外观啥的我也不在意，但是这玩游戏的时候边框部分触摸失灵也是醉了，技能啥的都要点好多下，去试了一下触摸屏校准，还是不行，另外说好的现货原来就是这样的。,1
860,充电发热不知道什么情况，还有下载电视剧黑屏待机的时候也是发热，第一次用小米有点失望目前用了一个多星期出现几次发热了,1
861,都说小米是为发烧而生。果真用了，还真是为发烧而生。电量也不够用。手机放在口袋里面拿出来可能在拨打紧急电话，可能在拍照，可能再挑出一些页面。而且这款手机还少了一个口袋防误碰功能。,1
862,对于不玩游戏只刷~~的我对手机的要求不高，不卡，拍照好看就行，然而买不到一个月，就出现了点开软件就黑屏的情况，时不时白屏就是黑屏，找客服说是系统没更新，然而我已经是最新版本了，心累,1
863,天天误触，还买了两台，真是瞎了眼了，都这么久了，还没修补好,1
864,手机电量下的太快了，待机时间不长，本打算刚收到退换货的，后面嫌麻烦就凑合了，反应还可以吧，就是偶尔会小卡一下，没有描述的那么好,1
865,是我比较倒霉吗？升级到最新系统还是没有信号，和米8使用同样的移动4g卡只有两格信号！米8信号满满的,1
866,"包装简陋，收到后盒子角变型凹进去了，
发热确实严重
耗电也快，玩王者荣耀两个小时多点吧，
充电一个小时十分左右
充电也发烫。
价格方面比外面贵100吧，还能接受，
②⑥⑨⑨入手的，
比低配贵两百。",1
867,为什么我的左下角有些软件显示不完，~也是。指纹解锁也不是那么快，电量也不完美，充电的时候也有点烫，最好充电别玩手机。,1
868,买了两部，第一部有明显划痕，以为有时间去小米售后维修中心换下屏幕就好，结果直接不受理。明人不做暗事，手机拿回来有划痕，应该立刻拍照留证，避免#商家不认。,1
869,打王者一直460，调试过还是不行，新机就老是460，我朋友OPPOr11，和我用一个WiFi打王者都不卡，我一局卡顿四次460，今天刚到的新机，要是用几个月后岂不是卡爆，不是黑粉，求解决办法,1
870,刚买回十天左右~界面出问题，半个月左右，其他软件界面出问题，现在一个月左右，游戏界面打不开，然后手机显示要重启或者清除数据，第一次用小米，从此黑名单见！！！,1
871,玩了半天，其他都OK，想吐槽的就是这个屏幕，看视频模糊不清晰，蓝光硬是整成了标清的效果,1
872,一天上班八小时，中午玩了两把王者荣耀，一把吃鸡，下班的时候就没电了，其它都好，就这是硬伤。,1
873,"手机屏幕左上角有瑕疵，本来也就算了，也就丑一点。
一个赠品充电宝发了一周了，还是没货。店里边都有货，不能因为是赠品就拖着吧，学校这边马上放暑假了，东西发不回来，收不到，影响使用。客服只会说正在备货，麻烦专业点好吗？",1
874,后悔买透明版， 其他的不说，由于后盖是透明的， 背面有两块灰印是如何也擦不掉， 因为不可能把后盖玻璃给拆下来 ， 需要购买的请三思 ， 这看也不是质量问题 ，无法退换,1
875,"第一步，打开自动亮度。
第二步，把亮度条拉到最亮。
第三步，找本书遮住感光（也就是遮住手机上半部分）
第四步，屏幕自己暗下来之后别动。看看屏幕是不是隔几秒钟就会亮暗交替？",1
876,手机流畅度不错，不过系统有BUG，到处都是推荐的广告。并且没有防触碰功能真是#，放在口袋里，不是自己照相，就是启动动态壁纸，手机烫死人，并且刚在买就降价200，后悔购买了！,1
877,不好用，这ui这么像魅族的吗，再用小米已经不是那个小米了,1
878,怎么说呢，屏幕下面有蓝色条纹，产品品控真的差，主要是等不及想玩小米9了不然绝对换货。其他还行，指纹解锁也没那么高。快递倒是蛮快的，一天就到了。,1
879,好不容易抢的小米9，居然质量不好，顶端摄像头周围按压后屏幕混浊，字体看不清，已申请换货！！！,1
880,充电发热异常。刚充了100%的电量不到一分钟直接下掉的快，网络差，又掉网。,1
881,手机855性能没话说，但是玩游戏有时候闪退不知道怎么回事，拍照挺可以的，但是这个差评是给京东的，快递我是真的服，具体看图，这个包装是真的6我拿到的时候给我惊呆了，这个包装是包装手机的？？？打开后果不其然，盒子8个角全部内折，手机不知道被摔了多少下了，真的服,1
882,有时候会死机，进应用进不去卡在那里，图片也一直加载不出来，本机的图片也不显示，指纹应用锁有时候卡在那里闪退，网络也不好，还发烫，完全不值得这个价钱,1
883,小米这个手机去电快的惊人，几个小时就没电了，不知道是不是电池坏了，放一晚手机去电百分之十几，我要吐槽??,1
884,手机反应较慢，而且续航真的是不行，开机有75的电，用了不到半个小时，还有61的电,1
885,"一分给客服，我反应我存在的问题叫我稍等就没给我答复了用了。
用了一星期，其他都还行就是耗电有点快，每次把手机揣在兜里都会跳到紧急拨号页面嘟嘟的响，没有防误触的功能。",1
886,我想说品控还是有点问题的，刚买来充电器就是坏的无法给手机快充，我本来以为是手机问题测试了很久，挺烦的，好不容易抢到。,1
887,不建议购买 屏控有问题  举个例子就是玩王者时候  明明点技能了  可是没反应  我用差不多两周  有点问题  不是很好,1
888,不是很好，手机刚到手，手机包装盒的一个角被压扁了，然后手机表面有泥印，有可能是别人用过的，现在已经退货。,1
889,辣鸡手机，下单到发货用了6天，买来送人的，没送出去，没拆封3200卖都卖不出去，现在在评论再来努力一把，这个手机没开封，3200，灰8+128~这个吗？,1
890,游戏优化做的不够好，屏幕吃鸡不灵敏，吃鸡有时候点开镜点好几次都不行。玩游戏还是不买小米9吧。屏幕有时候解锁帮我乱开软件。,1
891,日槐 头大  用了两三天 头都是大的,1
892,小米手机也不过如此，颜值可以，重点是电池太差，手机放那儿不玩，所有后台关掉电都是哗哗的往下掉，新手机都这样，还指望用到后期能维持多长时间！！！,1
893,突出一个丑，这号称的水滴屏是真的丑，雷总一直的性价比也没了,1
894,很一般吧，像素感觉还没8好，会闪退，偶然没反应，屏幕指纹经常识别不了。,1
895,抢了四次真心好累。然后收货等啦一星期。手机还行吧。就是指纹不是很灵敏。包装也不是很好。整体来说还好吧。就是抢货抢的心累，。。不禁很想吐槽。颜色和想象的不太一样,1
896,打王者卡，退回大厅的时候卡的出不去，只能重新登录，在王者开语音有时候还听不到别人说话，换了一个手机，还是这样，吃鸡的时候，设置键不好使,1
897,使用了这么几天，除了电池小一点，其他都感觉很好，就有一点断流。。。。。。手机用着用着没有数据流量，有话费，信号满格，好几次了。,1
898,从小米1到小米五，已经不用小米了，用几个月就卡顿。不好用，小米质量有待加强，配置高有毛用,1
899,"手机收到之后，发现手机盒是有破损的，见下图。
因为有事，也没来得及退。
现在媳妇用上这个手机之后，不知道咋回事儿，天天吵架，看来运气不行，和手机八字不合。。。以后得卜一卦，然后才能决定买不买。。
心情十分之low。。。low爆了。。。",1
900,手机不防尘不防水 听筒声音比老式mp3还炸 沙沙沙的声音,1
901,几千块钱的手机，竟然连个保护膜都舍不得送，收到手机只能看着，从新在网上再买个保护膜回来,1
902,说好的8+128送车充，结果忽悠我,1
903,买完就降价，玛德白条都没开始还呢，#一生黑！！！,1
904,买了10天降价2300也不退钱#,1
905,用了两三天自动闪退重启,1
906,用了三天卡出黑块~扫一扫也打不开,1
907,第一次买，也是最后一次，辣鸡小米,1
908,不好,1
909,~卡顿，闪屏，已退货,1
910,刚买就降价,1
911,拧螺的货，翻新机？？？黑屏断流,1
912,刚买就降价,1
913,我这个手机感觉触屏有点不灵敏,1
914,不是原装机，别人用过的,1
915,还好,1
916,手机还行     就是想不通连个耳机都没有,1
917,给宇宙最#的惹不起的米粉的评价,1
918,没有什么包装，并且包装里面有睫毛还是什么不明物体,1
919,手机不是很好手机是卡的,1
920,~拍照屏幕闪烁,1
921,刚买的手机，屏幕出现划痕，能换吗,1
922,~地图定位不准，手机容易发热，用电快。,1
923,有没有遇到和我一样的？手机拍东西有时候能一下一下的黑影？,1
924,不行,1
925,钢化玻璃质量一般,1
926,手机收到没有卡针，客服来回踢皮球，简直天秀,1
927,我就想知道，连WIFI不能用是什么个情况,1
928,插入耳机一个有滋滋的电流声  差差差,1
929,京#。就知道玩儿文字游戏，套路又深。下次买京东？呵呵,1
930,崩坏3联机疯狂闪退 考虑退货了,1
931,算了，还是原来的鸟样,1
932,9号买的，15号发货，次日达,1
933,手机非常好，性价比很高～好评太多了?给一星是为了让其他人看见,1
934,玩游戏竟然时不时断流没信号，体验感好差哦,1
935,我暂时不想发火，耐心等待你们两天再追评吧！,1
936,显示4g满格的信号，~都打不开,1
937,小米不愧是为发热而生刚买来就发热电业不撑用,1
938,居然没有耳机，我以为送耳机的，结果回头一看没有,1
939,屏幕不行，显示有条纹，有图自己看吧。,1
940,刚买完就降价,1
941,不好用，指纹不灵敏，电不耐用,1
942,那么快就降价了，7月27买的，2799，一下子又降了300，才过10天，还不给补差价,1
943,#,1
944,一把游戏不知道掉几次线，这是我用过最辣鸡的手机,1
945,什么东西？？这就是小米9？？屏幕是怎么回事？  我要退货,1
946,刚2999元买的米9，618降价200，#！,1
947,手机一点也不好，手机质量有问题，浪费我自己的金钱和时间去检修，又浪费我半个月的时间。,1
948,玩刺激战场点按键不好使，电池也不抗用。,1
949,还可以吧，就是没有钢化膜和无线充还要自己买,1
950,为啥不配耳机的啊，这么小气，实体店买有，不开心,1
951,#的，刚买了就降了200。,1
952,屏幕触屏解锁不好使  要按好久  按好多次,1
953,耳机不带么？？？？,1
954,这就是小米的夜拍  还有电池只能用8个钟左右正常使用。,1
955,手机不好用，无线也没有，送音乐响也没有，耳机也没有，,1
956,#,1
957,手机用轻颜相机或者是快手拍照都虚晃~给别人开视频聊天也虚晃，,1
958,相册无响应,1
959,网上吵得热闹而已 并没有说的那么好 玩个游戏屏幕一闪一闪得,1
960,用了三天死机一次，后期体验还会追加评论。,1
961,手机耗电量超快，而且经常两格两格的掉，在~里还卡顿了一次～,1
962,"包装发货慢    说什么次日达    结果还是赠品19

号到    手机20号下午才到    手机还可以     快递员服务也很好    物流太慢了",1
963,掉电太快了吧，看看小说，刷刷~，4个小时到20%以下了！待机掉电也很快，跟电池用了两三年了似的,1
964,开机会有画面卡顿，不知道这是原有的，还是手机故障，能给个解释吗？,1
965,之前用的小米8在玩农药更新后卡成狗，换了小米9照样卡，我想知道猴王和花藤有没有PY交易？,1
966,拍照为什么会有一条一条的杠。搞不懂。刚买三天笑了。,1
967,火大  坏的,1
968,电池不耐用 电池不耐用  电池不耐用   电池不耐用,1
969,手机很棒，送的什么鸟壳，摄像头都没保护的。手机5星，保护套1分。,1
970,在锁屏的情况下，放在裤兜里会自动解锁，打开各种软件，，，,1
971,手机不带耳机，不带无线充电。还经常断流。一点不好用,1
972,~拍摄视频有黑条滚动，升级了系统后，~视频切换后摄像还是有问题，觉得小米的测试真是水，都去拧螺丝了吧，大概！,1
973,手机卡有时候玩王者闪退到后台有的时候~内还打不开摄像头今天愣是关机都关不了了什么破手机,1
974,很不爽，刚过价保就降价，虽然不多，但刚过一个月就降价也是厉害。,1
975,优缺点都有，有闪屏現象，凑合，用过段时间再说吧,1
976,第一天就卡屏，有时候还断网，不知道是不是二手货?，他喵的?,1
977,待机一晚上  后台全关跑了10%的电   真牛皮,1
978,这个具体我不想多说什么话了刚用一天手机卡  没有声音我都怀疑是不是2手的,1
979,这米酒酿的不咋地，电量不如用了两年的米5s，远距离拍照不如x23,1
980,客服说  到货给发  发票货到了不承认了没动静了  也不知道 这小米手机怎么回事儿要吃鸡能死机,1
981,第一次买小米，真可怕，没几天就黑屏了,1
982,一点都不好，手机质量有问题，浪费我半个月时间，去检修，来回退换手机，第二次返回来的手机我不想要了，还不给退。,1
983,为什么新手机里面，带了~，爱奇艺，~等应用，这个是官方自带的么？还是这个手机是别人退货的。还有为什么新手机只有50%的电量。,1
984,手机没有用多久出现蛮多问题我就不多说了，发最#的一个把,1
985,体验极差,1
986,新手机，刚收到，移动的时候有这种小闪是怎么回事啊，不懂了&hellip;&hellip;,1
987,GPS无效，~不能导航，这是硬伤，手机发烫，这是小米通病，电池耗电较快，其他还行，京东自营，快递还是蛮快,1
988,流畅度巨差，跟Mix 2相比差了一大截，好多app兼容性也不好,1
989,好好奇怎么高的评价是哪里来的，拿到手机后播放~anr打电话听不见声音简直了,1
990,前置摄像头视频的时候就成绿色什么也看不见，有时候动一下手机就闪一下。,1
991,26号抢到，4号到，没货抢购你#啊，你倒是拿货来买啊！！猴王,1
992,玩个王者荣耀，走路一卡一卡的，手机还发烫？？？有用？？？,1
993,电池不耐用，整体还凑合。因为极致的性价比选择了小米，但是小米的饥饿营销早晚会让众人唾弃。小米是一个值得称赞，但永远不值得尊重的企业，希望对待客户的的感受且行且珍惜。,1
994,我现在才知道手机也会影响网速 ，电话卡安在老手机网速还可以，直到安装在小米9，这网速不忍直视啊?,1
995,水滴屏太丑  买s10去了,1
996,说实话吧 买了一个星期之后各方面的性能就下降了 温度挺高的 我说的是一个星期之后 吃鸡画质流畅极限5分钟直接43度（烫手） 耗电也变得很快 就这点 温度高 耗电快 其他方面还行 经常打游戏千万别买,1
997,电池不打游戏五分钟1%，手机质量很好，除了电池小了些都很满意16号买的，18号有人有-300卷2499到手，我**不如十八号晚上十二点守着买。之前手机也能用的，哎，这一分是给京东的，这几天准备疯狂价保回血，双十一要买的兄弟，记得到双十一当天再下手，切记切记。,1
998,这次买手机是京东购物最差的一次体验咯，第一次寄过来手机有明显使用痕迹，感觉挺恶心的，还好换过来的还行。手机本身整体使用起来还不错，续航能力确实是短板，待机一晚掉了将近二十个电，这方面比起兄弟手机k20pro差了不少。,1
999,"玩游戏方面，小米9也没有辜负&ldquo;战斗天使&rdquo;的称号，因为这次加入了Game turbo，使得它的游戏性能得到了大幅增强，对比上一代的小米8，感觉还是有很大提升的。
另外，小米9在外观颜值方面也是一流的。小米9采用的水滴屏幕，屏占比超过90%，同时搭载了第五代的屏幕指纹识别技术，操作体验上也是很好的。这次的小米9在工艺设计上，也是非常的轻薄，重量方面只有173g，比华为mate20、苹果iPhoneXS这些手机都要轻很多。至于拍照方面，小米9采用了索尼IMX586传感器，最高像素可以达到4800万，后置三个镜头，拍照能力大幅提升。
当然了，小米9也并不是没有缺点。主要的缺点还在于电池容量只有3300毫安，另外不支持光学防抖功能，不支持IP68级别的防水功能，可以说优缺点都是很明显的。不过，总体而言，优点还是多于缺点的。当然，到底是否入手小米9，就看用户个人自",1
