,content,score
418,手感很好，用起来很舒服，颜色超绚丽，果然新手机就是什么都好，拍照超清晰，喜欢第一次用小米的。,5
419,手机确实不错 小米值得信赖 黑色高端大气 使用感非常流畅 打游戏完全没问题 外形也好看 超薄机身全面屏 喜欢,5
420,物流超快，21号下的订单，22号早上就送到了，手机性能非常满意，骁龙855果然很强，还有我最喜欢的小爱同学，ai键太方便了！,5
421,体验感觉还是不错的，机子很轻，触摸屏反应还算灵敏，反应速度还算快，目前还算满意哈，炫彩蓝超级好看,5
422,随@一下，然后就抢到了，配置顶尖，价格良心，依然耍猴?。屏幕看起来很舒服，屏下指纹解锁没想象中的好，放在桌子上经常要识别几次才能解锁，3300的电池续航捉急，玩王者会460。拍照很清晰，比之前的mix2好非常多。,5
423,用了几天了来才来评价，流畅度什么的都不用说，贼快，跑分37万，还有这个MIUI系统挺好用的，拍照挺清楚的，有些功能还没摸索清楚，但是这个通知广告挺多的，然后上网搜视频还要自己一个个学着关，不爽，，，emmmm指纹解锁差评，这个光学指纹解锁没有电容什么指纹解锁快，不过人脸识别超级好，很方便，总体上差不多很实惠，毕竟小米嘛，性价比很高,5
424,怎么说呢，真的很6，打游戏速度快，物流也快，体验很不错。值得吐槽的是电量了，很容易耗电，开飞行一宿都掉电10%左右,5
425,包装好看，手感不错，重量合适，外形，颜色也好看，用着也不卡，很不错，希望用久了也不卡,5
426,东西收到了，物流速度很快，当天买当天送到，小米给了我一个惊喜，手机很喜欢，颜色很艳，体验感觉很好，855处理器很给力，就是内存一定要买大点的，不然不够用，拍照还好，没有怎么测试4800万的像素，期待使用，还有很多软件不匹配系统的，还要优化处理，希望后续跟进，手机还在使用之中，期待后续,5
427,上午10点京东抢到，下午四点多就到货了，京东物流果然神速，小米9手机手感很好，背面色彩很漂亮，骁龙855处理器，速度很牛，三星屏幕显示比较细腻，外放音质比较好，声音也比较大，照相很清晰，只是3300毫安电池，不知道耐用不，整体比较满意，支持京东，支持小米，雷布斯好样的。,5
428,系统速度很流畅，开启程序感觉快了很多，拍照也提升了不少，可以说这是3000元以内最值得购买的骁龙855的手机了，还有专门的 AI 键，方便了很多。,5
429,"发货速度：比预计早了8天～
手机速度：超快～
屏幕色彩：感觉比三星好～
外壳颜色：靓丽紫色～
总结：首次用小米，一切超出了我的想象&hellip;&hellip;超棒",5
430,昨天下的单，今天就到了，次日达真的很给力，紫色小米酒超级无敌好看，看到就爱上了，甚至不太舍得拆开用，性能体验过两天来追评,5
431,小米9感觉是有史以来颜值最高的小米手机。用了几年的苹果手机，审美疲劳了，买来送给老婆，老婆很喜欢，屏幕指纹解锁很炫酷，系统机器流畅，国货做的越来越好了，坚决支持国货！目前除了电池容量小，掉电稍快以外，还没发现其他的缺点。,5
432,小米9代新款手机非常的棒，功能特别强大，照片的效果超级清晰和艳丽的色彩使我爱不择手，游戏的速度是快到无法形容啊，新小米9手是我最理想的手机,5
433,手机收到了，小米9，骁龙855处理器果然名不虚传，上手就知道，手感特别舒服，性能好的不用我再介绍了，玩游戏特别快，真的特别特别的好使,5
434,速度很快  第二天中午就到了 拿的时候非常开心 快递员态度也很好 太喜欢这个颜色了 高级 很显手白 我已经装了钢化膜和那个送的软壳 还挺好  就是我装了手机壳 摄像头还是这么突出 我好怕摄像头会被磨化啊 操作都还挺溜的 毕竟新嘛 有些功能还在体验中,5
435,配的充电头比较大，配和在小米官网买的20W无线充电器，无线充电也很快，手机颜值很高，蓝色的也很漂亮，送的硅胶手机套也很好看，值得推荐,5
436,手机也太骚了吧，不过我喜欢！嘻嘻嘻?。用着感觉超好，很流畅，不愧是855，玩游戏也不怎么发烫，指纹识别也快，非常满意！好评！！！,5
437,儿子经过精心挑选的一款手机，收到货马上打开使用。真的不负众望，从外观到机子的运行都是棒棒的。儿子选的是蓝色，真的很炫酷，屏幕大而清晰，色彩感很不错。全部设置好后马上下载了他喜欢的游戏，他说这速度才叫爽呢！,5
438,"入手感觉还行，很流畅
电量的话一般般，不过充电很快
游戏体验很好
看视频也很棒
总之国产手机正在崛起啊，要多多支持",5
439,买的小米9怎么给我发的小米6啊，?，不错不错?，其实给妈妈买着用，小米自带的远程协助功能作用非常大，再也不用担心妈妈手机出现误操作了。无线充也可以，就是无线充时候挺热的，我就把设备放在空气净化器上吹着了，上面充着电，下面吹着散热?,5
440,"等了一个月，总算买上了自己心仪已久的手机。这个内存够大，存储够大，估计可以用一两年甚至三年了。透明白也很漂亮，还有无线充电，非常棒。
家里所有的手机，所有的PAD全部换成小米了。",5
441,之前用的手机华为内存小，不够用了，华为手机比较贵，看小米手机性价比好，所以买了小米9，内存足够了，速度也挺快的，图像清晰，使用很方便，虽然和华为手机操作上有些不同，但是很快能适应。特别喜欢在京东买东西，发货快，送货上门。,5
442,手机很漂亮，外观大气上档次，全面屏用着很舒服，像素很高，功能强大，反应速度很快，以前也用过小米手机反正觉得很不错！,5
443,米9非常棒！如丝般顺滑，流畅！外观好看！屏幕分辨率高，比我以前的小米5X显示效果好太多！各方面都很好！非常值得购买！,5
444,"买的第二个小米9了。手机还是很不错的。具体的短板就是电池大点就好了。拍照，游戏什么的都不错。我平时就玩玩飞车，还是很流畅的。喜欢。
觉得黑色还是最好看的。最耐看。",5
445,"刚拿到，外观很惊艳，整个手机握上去很舒适，第一感觉是轻！说说几点感受
1、MIUI全面屏手势应该是数一数二的，很跟手。
2、紫色视觉上确实不错，比较惊艳。
3、无线充电速度还没测试，等待后续追评！",5
446,充电非常快，使用非常流畅，手感不错?很喜欢，打开3个软件就用了50%的内存，其他软件一个都没有打开，过度使用手机的要选8GB以上的内存,5
447,使用一周，听腻了移动开机声音，办事过程路过售后网点刷了开发版，开机速度很快，送的保护套也很好完全把后置摄像头给保护住了（手机自带的保护套就不提了），,5
448,使用了10来天才来评价的，外观很满意指纹解锁很快，玩游戏很爽运行速度很快，画质开最高都很流畅，外放声音很大，电池续航也可以，待机一晚上才掉百分之4左右，性价比无敌，超级喜欢，很满意,5
449,26号拍的，27号到的，玩了一天比较满意，是目前用过最满意的一款小米手机，屏下指纹解锁已比较完美了，手感很舒适，电池续航对我这种不玩游戏的来说一天完全没问题。吐槽下现京东的打包，用泡泡袋装着就送出了，收到手机包装盒已有摔伤的痕迹，还好小米手机盒比较坚硬。,5
450,抢购的6GB版本，幻彩紫色外观很漂亮，手机重量轻手感不错，拍照清晰，27W的快充充电速度很快，无线充电功能很好用，续航还可以不重度使用一天还是可以的，随用随充的不用担心&hellip;,5
451,最喜欢小米手机了，手机很好用，性能完全够用，颜色也很好看，各种功能齐全，nfc，红外都有，是名副其实的水桶机。,5
452,小米手机很好看，系统很流畅，照相效果很好。就是配的手机软壳是黑色的，没法显现靓丽的背面，应该透明壳比较好,5
453,系统流畅，全面屏手势非常好用。只是后摄凸起太多了，续航也还可以（中度使用一天，很少玩游戏）,5
454,小米9外形漂亮，屏幕清晰，运行速度贼快，还有就是手机信号非常好，上网速度快，小缺憾是电池容量不大，如果增大容量相信更棒,5
455,一直很信任京东平台，肯定是正品无疑啦.小米也是我喜欢的品牌，性价比很高，小米9屏幕挺大的，看剧打游戏都很爽，拍摄性能也很好，还带有夜景模式，比起之前的手机提高了好多，很对得起这个价格，估计会使用2年左右吧.,5
456,京东送货真的很快  不到24个小时就到货了  小米9这个深空灰确实也很好看  我很喜欢  2999这个价格小米真的是极致性价比 用料足  雷总确实666  手机才到货几个小时  上手使用包括拍照都还不错  用一段时间再来追加评论  最后说一句 充电速度也不错? 27w快充  对比IQOO小米9的骁龙855是满血版的！,5
457,物流很快 618的时候购买也很优惠 运行真的真的很流畅 拍摄也比较强就是感觉关掉美颜都还有美颜的效果这点让我有点不能正确认识自我了哈哈哈哈哈哈 充电速度真的是太快了 大概10分钟可以充20+％的电 除了电池小 其他真的是没有任何毛病了 性价比很高值得购买！,5
458,颜值高 运行快 很好用。拍照特别好很清楚，就是晚上摄影时会有闪烁。电池也够用。总体来说挺好的。还有，视频会照的人白白的,5
459,手机很好，外观漂亮，很轻，大小合适，反应很快，上网也好，越看越喜欢，价廉物美，性价比太高了，十分满意！今年买了两个小米手机都很好用哟！服务好，发货速度快！手机包装一如既往的好，时尚大方，性价比高。质量很好和描述一致，系统使用流畅，反应速度很快，外观和手感握持都很好上网非常流畅，拍照清晰，就是配件稍贵，顺丰快递也快！速度很快，全五分好评。真心不错，好！好,5
460,米9是真的不错，价格不高，颜值不低。主要是还能打。全面的无线充电很优秀。桌子上，车上，移动电源全了。优秀！,5
461,小米酒系统流畅，运行速度真的很快，安装软件比以前的老手机快了不止几倍，处理器就不用多说了，拍照方面对比手上的6sp感觉很多高光场景小米酒好的多，在光线暗的地方小米酒就没有优势了，在颜色还原上小米酒也偏差更大，特别是橘红色橘黄色这一类，总得来说这颗4800万神头还需要多多调教一下，奥魔力屏幕对比老note3颜色对比度和饱和度还是要差点的，加个super确实不一样，小米酒以后再加上dc调光就更完美了。,5
462,618买的，第2天就到了，京东还是一如既往的快，一直使用小米手机已经很多年了，从小米5开始到小米8和现在的9，一直都很喜欢，买的9的时候有那么一丝的动摇想要去买荣耀20，虽然没用过但是感觉屏幕上有个眼会很别扭，就没有选着他而是买的小九，到手后真的很喜欢很漂亮，背面可以当镜子而且颜色很漂亮，使用起来反应很快，操作就不说了，小米的系统还是没得说的,5
463,终于买到了，看了很久，也对比了很久，还是下定决心买小米9了，期待着使用后的感觉。刚收到还没用，不过一眼看上去高端，大气，上档次。?,5
464,本来想买2999的 6g感觉就足够用了，但是没有抢到，抢到了8g的，这个速度真的是很快，然后紫色也挺特殊，颜值挺高，挺喜欢，照相功能的话，后置4800万真的是超清晰脸上的痦子都照得清清楚楚，前置摄像头的话，没有之前使用的OPPO美颜效果好，另外又下了一个美颜相机，这样用就更好了。京东发货速度挺快，然后配送员服务也挺好的。,5
465,小米的产品很不错，很喜欢，性价比高，全家人都是使用小米的手机，家里的电视、电饭煲、插座、净水器、空调等都是小米的，体验不错！买了移动4G版，价格便宜几百元，和官方原机一样的。使用起来也很顺畅。2016年9月购买的小米5，使用到现在！希望2019年的旗舰版能多用几年，期待！,5
466,喜欢屏幕指纹解锁，方便很多，用了半个月来评价的，使用感挺好，后盖指纹收集器，其他都很满意,5
467,很快，昨天抢到，今天上午送到，电子产品只信任京东自营。手机很流畅，比较满意，这个手机是给媳妇买的，我用的是mix2，所以拿到后没有当初刚收到mix2时的那种惊艳的感觉，一切中规中矩。立刻下载了吃鸡玩了一局，很流畅老婆的华为p9今晚下岗。说实话，感觉没我的mix2好看[嗯嗯]。坐等小米出一款更加惊艳的手机我也就可以换机了，嘿嘿。,5
468,好漂亮，手机很轻很流畅，小米的系统没的说，855的能力很强，游戏流畅，也不会发烫，音质很好，尤其是相机，非常清楚,5
469,真的换对手机了，很不错，跑了37万多分，比v20高了近十万，看来把v20退了买小米九买对了，很好用，特别是多加了一个侧面的功能键，非常的实用，小米加油，京东加油，爱#们啦。,5
470,米酒就是好，作为资深米粉这个实在太有诚意了。今天看完的爱哭的发布会，还是觉得米酒好，还觉得会后悔，完全没有后悔，哈哈哈，很值,5
471,像素很给力，夜晚拍照比8plus效果好一点 噪点要低  自带美颜  玩刺激战场右上角设置会断触  耗电很快 但是充电也很快,5
472,米9用了有几天了，感觉很好，使用很流畅，色彩很鲜艳，4800W像素的相机真心很强大，总之很不错！,5
473,运气好抢到了一台，以前一直用的iOS，小米9是我的第一台安卓手机也是第1台小米手机。颜值确实能打，雷总在发布会上说的没错，只有真正看过才能知道全息幻彩后壳是这么的美可惜我拍照技术不好上手手感真的很轻薄。红外遥控，NFC，无线充电，功能齐全。电池容量3300mAh中规中矩，充电速度真的很快，屏下指纹识别率很高。MIUI清新流畅，操作逻辑交互体验在国内应该算数一数二的了。高通骁龙855旗舰配置，颜值与性能并存。关键价格真的可以价格厚道感动人心，现在我也是米粉大家庭的一员啦,5
474,用了几天，很不错，手感顺畅，反应超快，左边侧边多了一个快捷键按钮，其他不变，拍照功能也比note3好，一人一个，用起来！,5
475,和各位米粉分享下购机体验，首先12号抢的，今天18号拿到，比心理预期时间晚了点，但是京东给的预计发货时间是19号，所以还算提前了。手机的颜值和做工还是比较优良的，再说说用机心得，整体来说拍照功能确实强大，画面质感都是上品，再说说游戏体验，耗电速度略高，流畅性很强。整机十分的话，我给9.5分。骁龙855的芯片，性价比还是很不错的！最后表扬下京东物流和快递小哥，一如既往的给力。,5
476,不错的手机，买之前特意去实体店把玩了两部手机十几分钟，一台发热，一台很好，本来还有点担心，然后收到玩了半个多小时没发热，很不错，电池不是很耐用，但对于我们这种中度使用的人来说还可以一天一充，而且充电快五十几分钟就能完成。,5
477,手机用了一段时间了，手机很流畅，游戏也不卡顿，外观精致，屏占比高，拍照效果很好，整体来说性价比高，用的很满意,5
478,性能强，刷脸解锁秒开，太牛，拍照太清晰，真不错。855畅流很好，快充厉害，1小时多满了。,5
479,"性能强大 指纹速度 颜色好看 手感超棒 反应超快 小爱好用
入手两台 老婆紫色",5
480,上手非常轻薄，握感舒适，用了一个晚上，小米的系统给了我很大的惊艳感觉。处理器啥的反应迅速。送了一个壳子，带上比较安全。其他的都是在意料之中的。,5
481,手机非常好看，非常好用，拍照很清楚，打游戏一点都不卡，打开全部软件，一边打游戏，一边放歌，完全没有压力。。。。,5
482,京东自营商品质量有保障，搞活动的时候购买，叠加优惠券之后价格很实惠，小米9 战斗天使能打，硬件配置很高，做工质量不错，比小米8提升很多，855旗舰处理器性能强，27w快速充电速度很爽，电池稍微有点小，续航能力一般，无理由退换货很方便，用户体验很不错，211限时达送货速度很快。送货师傅服务态度很好很负责。很满意的一次购物。,5
483,特意用了几天才来评价。玩游戏很流畅，充电特别快，但是耗电也很快。拍照挺好看的，指纹解锁不是很好，面部解锁非常快。总体来说很不错。,5
484,真的很不错，外观非常漂亮。而且屏占比很大。855的处理器非常快玩游戏很快，而且AI智能也很好。在3000元左右的旗舰机中确实是顶尖的,5
485,手机已经收到了，而且已经上手试用了两天，小米9用起来感觉还是非常的不错，手机很轻便，拍照也很清晰，通话质量很好，随机还附送了一个手机套，总体来说效果还是不错的。(&deg;_&deg;)&hellip;,5
486,外形很漂亮，幻彩蓝，一直很喜欢小米的系统，上个手机就是小米 ，新机直接****很方便，还送一个透明保护壳，昨天晚上买的今天中午就到了很快,5
487,外观满分，续航捉急，还好充电很快，但带出门还是很难受，运行流畅，总体满意,5
488,四年了，四年后再度回归小米。没的说好看，下吧小，价格合适，背面是真的帅。miui我现在再用，真的比现在的flyme强不少啊，特别是全面屏手势。okok，支持小米。,5
489,老公手机卡的不能好好打王者荣耀了，他自己挑了这个就给他下单了，屏幕很大，手机很轻薄，握起来很舒服，屏上验指纹，是只有下面亮的那一块可以验。送的无线充电不错他没放车上直接带办公室去用了，又给他另外配了个小米无线充电器家里用。手机买好第二天就降价200还好售后给力很快就价保退款了,5
490,手机使用了一个多月了，给我的感觉棒棒哒，小米为发而生. 运行流畅，水滴屏爽，握感舒服，摄像头很清晰。玩游戏不卡，主要是充电速度很快。我是一个米粉哦,5
491,用了一个月来评价的。非常流畅，很多程序都是秒开。电池虽然不大，但是作为轻度使用的我来说，能用一天半，很不错。推荐大家买。,5
492,手机很快，用起来很舒服，雷兔兔跑分确实高，感觉这几年安卓变化很大，系统流畅性改变很多，米9流畅性已经和iPhone8差不多了，这手机是帮别人买的，自己只略微把玩了一下，有机会还是可以入一下安卓的坑，等明年5G+骁龙865的时候考虑给自己买部安卓机吧,5
493,运行很快，拍照像素很好，待机时间还可以，充电不怎么发热，打游戏非常流畅，外观可以。,5
494,外观非常炫酷！是速度与激情的结合，十分满意，超过过往体验太多，除了一如既往地抢的体验！凌晨一点下单，傍晚送达！产品和物流全五星！??,5
495,果粉转过来的，米九很漂亮，855是真的快，续航也很满意，根本没有什么一晚掉很多电的情况，MIUI系统真的很给力呀,5
496,等了这么久，终于抢到了小米9，拿到手感觉很棒，幻彩蓝色很漂亮，系统也一如既往地好用，毕竟是第三个小米手机了，从小米3，小米5s plus到现在的小米9，使用体验很不错，屏幕更大，相机效果很赞,5
497,早就看上这手机，抢到后京东第四天就发货第五天就到，可以说是非常快了，三摄很清楚。骁龙855处理器很强，总的来说，就是一个字爽。手机也是非常漂亮，而且送的套套也好，充电很快,5
498,抢了很长时间终于被我抢到了，后壳颜色鲜艳屏幕也很清晰，速度比起我的Note2可快很多，摄像头拍照很满意，手机左侧有个小爱快捷键是个亮点，用一段时间再追评吧,5
499,非常有手感，满满的机械背壳，看着真舒服，高通骁龙855玩游戏就是流畅，非常的安逸，旗舰小米也是良心价格，不仅好看，而且耐打！,5
500,真的物流是真的快，我昨天下的单，今天11点就到了，一定要给京东物流点赞，我以为要好几天发货，想不到今天就到手了，很高兴，手机挺好看的，抢到了我想要的紫色，手感舒服，手机也非常快，小米的Al键真的不错，非常方便，骁龙855跑了36万多分，性价比高，拍照也是亮点之一，这就是我买小米9的原因，希望大家也早点买到。（图片是我用平板拍的，所以不清楚）,5
501,喜欢小米很久了，小米9从发布一直很喜欢，渐变的颜色很好看，抢了几个星期快半个月了终于抢到了，系统也很流畅，拍照也很清晰，果然没有让我失望！,5
502,手机真的超级好看啊啊啊啊！拿在手里是比较有分量的那种，用起来特别舒服，像素特别好【照片是我拿旧手机拍的。。像素不太好】物流超快，26抢的，27就到了哈哈哈哈哈，总之吹爆米酒,5
503,手机到手了，买来送给奶奶的，很清晰，很流畅，一点也不卡，强大的骁龙855处理器。拍照也很清晰，奶奶为了拍个照还给自己打扮打扮。物流也很快，后面三个摄像头，还赠送了无线车充和一张手机卡。等过一段时间再来追评，支持小米，很愉快的一次购物！,5
504,使用快一周了，感觉非常棒，幻彩紫非常惊艳，用起来很流畅，就是采购了一星期，难受，等的心累,5
505,用起来很舒服，这个后盖比起小米六的后盖收敛了很多，反应速度也很快，自己还是蛮喜欢的，虽然现在855烂大街了，但是我谁让我是米粉呢！点赞,5
506,米酒真香，一直很担心续航问题，特地用了三天来评价，续航我是满意的，因为我不玩游戏看一天**完全ok，玩游戏的人不要参考我的评价??,5
507,手机挺好看的，超薄手感很好。拍照不是很清楚，好像没有调校好，远处成像没有米8好。总体来说很满意，比米8好的多,5
508,京东物流很快！ 拿到新手机，迫不及待的打开包装，看着新手机很是喜欢！以前也用小米手机，知道手机的好处，所以就不发表评论了，希望新手机能解决一下手机发热的问题，这也只能用过后才能知道。,5
509,"下午到然后美滋滋的玩了一晚上，说下体验，主要玩了刺激战场和王者荣耀。手感贼好，特别稳，没有丝毫不爽的体验，拍照的话感觉中上吧，可能是我拍照技术问题?_??，和我的华为荣耀V9比的话，直接秒成渣了。希望小米九能给我带来不一样的手机体验，以前买的小米note质量真心差，再次入坑。哈哈哈哈哈哈!
特别讲一下京东快递是真滴快，赞我能点满。",5
510,买了手机正好遇到深圳下大雨，真是不幸啊，延迟配送，两天都没有到，最后第三天我自己去取的，倒是也很方便了。手机好啊，3000可以买个旗舰机已经很不错了，新手机必须流畅，整体效果很好，喜欢，不错主题什么的有不少有bug，样子好看，但是优化不够，这个也是无奈啊！第一次用小米，看的就是性价比高，目前没有让我失望！,5
511,抢购第二天就到了，手机速度挺快，样子很喜欢，第一次用小米操作还不太熟悉，总体很满意,5
512,速度真的很快，游戏也厉害，但是电池真的不耐用啊，指纹解锁反应一般，人脸识别很好,5
513,上班族基本能用一天的时间不充电，小爱同学很实用，特别在开车能很方便，轻巧便捷，系统优化很好。,5
514,超级喜欢！12号抱着试试的心态，抢购抢到了。18号发货，等了一个星期。上手体验很赞，偶尔玩玩游戏，电池对我来说一天一充够用。,5
515,这款手机用的我实在是太爽了，瓶下指纹，我很舒服，全面屏的屏占比也很大，真的没有买亏，感谢雷军，感谢小米科技公司！,5
516,米8指纹识别换的米8，重量上轻了很多，手感也好了不少，要说提升最大的还是系统体验，屏幕指纹快了很多，米9的这次升级，五星,5
517,手机拿到手机确实的非常惊艳，已经非常的出色了，特别是后面的渐变色非常的喜欢，在室外有阳光的环境下拿在手里那种梦幻的色彩很喜欢，像是一件艺术品一样，，屏幕指纹解锁也算可以成功率还是挺高的，前提是手指必须要干净不要有杂物之类的东西，一直在用小米的商品，系统非常好用，一部手机硬件占5分，系统也要分，这是我的看法，京东自营的商品，从心里感觉放心，质量可以得到很好的保障，,5
518,去看了大魔王，对比了两者功能，发现还是米9的功能更实用点所以决定买米9了，米9的充电真的很快，手感也更顺手，不过大魔王的价格真的很香，米9上次送无线充电套没赶上，这次赶上了送无线充电宝，还算让这价格稍微能承受,5
519,"屏幕很好！之前用的一加三，换机以后流畅了很多，毕竟从820到855。紫色很骚小爱键也很实用。MIUI也比以前好用了，还是蛮划算的！很满意！
配送也很快，买手机，上京东就完事了。",5
520,等贴膜到了，再撕掉，一直用小米手机，系统比某为强的不是一点半点，用送的车载无线充电测试下，很好，无线充电真方便,5
521,经过多轮预约抢购终于米9到手，惊艳的外观，符合我的预期，照相，录像很满意，机身不发热，使用流畅。其他继续体验中。,5
522,小米9和小米9se都到手了，总体来说小米9手感更好，屏幕更大，性能更强。没办法，独爱小屏手机，se很棒,5
523,屏占比非常高，颜值高，操作流畅，充电速度很快，待机时间很长。用着很舒服。京东发货很。,5
524,不归为战斗天使，无线快充非常快，强大的855处理器，手感非常圆润，手机细节做工还是不错，米9音质比以往旗舰提成不少，妥妥的,5
525,我现在已经用上了，所以没办法拍手机本体啦，只能拍个壳子哒，用起来真的很不错啊，手感也不错，各方面体验都不错，速度杠杠的。,5
526,人脸识别开机很快，指纹解锁有时会要好几次才可以解开，电池不怎么经用，拍照还好。手机手感很好。好评吧！,5
527,运气好抢到了一台，以前一直用的iOS，小米九是我的第一台安卓手机也是第一台小米手机。颜值确实能打，雷总在发布会上说的没错，只有真正看过才能知道全息幻彩后壳是这么的美（可惜我拍照技术不好TT）。上手手感真的很轻薄。红外遥控，NFC，20w无线充电，功能齐全。电池容量3300mAh中规中矩，但充电速度真的很快，屏下指纹识别率很高。MIUI清新流畅，操作逻辑和交互体验在国内应该算数一数二的了。高通骁龙855旗舰配置，颜值与性能并存。关键价格真的可以价格厚道，感动人心，现在我也是米粉大家庭的一员啦，希望小米能够推出更多好产品，小米公司越来越好?(?????????)?。没抢到的米粉们也不要灰心，因为当你抢到手你会发现真的很值。最后祝大家都能买到自己心仪的手机(=&acute;&forall;｀)人(&acute;&forall;｀=),5
528,超级好看，质感手感都很好，已经买了两个了，功能强大，该有的功能都有，我觉得它是小米六之后最棒的一款。朋友都说好看。反应速度也很快。,5
529,很漂亮的一个手机  ，电池虽然小点，但是充电速度很快，后壳紫色贼好看，手机很流畅,5
530,这台9给老婆买的，到货立马开包，真香，做工惊艳，手感超级棒，不割手，很轻很小巧，一点不觉得大，配置更加不用说了，整个星球没有第二了，官网抢不到，转到京东果断下手，拼手速，真心不容易，虽然发货等了几天，不过值得，不算太久，物流服务超级快！！非常满意,5
531,给儿子买的，儿子是手机控，游戏迷，用上了小米9他很开心，说手机漂亮，游戏玩的很顺手，网速很快。五星好评。,5
532,宝贝很快到货啦！京东快递真的很给力，晚上迫不及待的就拆开包装看了，拿上手的感觉真的很惊艳，而且速度又快，像我这种不打游戏的，用上个三、五年绝对没问题，碰上了做活动，优惠了不少，很赞！当然是好评！,5
533,预约的购机，预约时间十天，但通知到收货仅一天，很用心的店，很璀璨的紫色，小水滴，运行极速储存超大。性价比在这个价位物有所值。,5
534,还可以啦，非常漂亮有颜值的一款手机！反应速度很快！照相的效果非常清晰，夜景也很好！唯一不足的就是电池不耐用！,5
535,手机外观很好看。像素也很好 用起来很流畅。等了很久，一直抢不到货，现在终于买到了好开心。很赞?,5
536,曾经被安卓伤透了心，N年没有用安卓手机，这次冲着高通855和小米系统，选择米9，上手后有些惊讶，流畅度已经很好，刮目相看！期待这种流畅感能持续下去，扣一星是因为物流暴力，盒子角如图，幸好机器正常。,5
537,造型优美，运行流畅，手感舒适，媳妇很满意。试了一下反应速度，比我用了两年的7P要快。,5
538,照相很清晰   拍视频也美得很，还有就是玩儿游戏太6了速度超快，手感不错，就是电池小点，其他都很满意！,5
539,外形很时尚很拉风啊，手感不错，性能强悍，一点都不卡段，散热相当不错，赞一个，支持黑鲨！,5
540,一直在用小米，给爸妈，给媳妇，给姨夫都买了！哈哈！拍照效果很好，尤其夜景，很喜欢，轻便、时尚，性价比高！我觉得挺好的，用几年吧，期待小米能继续出好的产品！,5
541,今天刚到，迫不及待的上手，相比的前代拍照提升了n倍，游戏无压力，屏幕指纹真正意义上的实用，当真好看又能打！来自一枚米粉的简评,5
542,屏幕色彩细腻，超高清显示效果特别棒，很喜欢，拍照效果很好，速度非常快，电池续航也不错，性价比不错,5
543,京东物流超级快，昨晚6点多下的单今天早上9点就到了，特别给力，紫色超级好看，是正品，没发现什么异常，相机清晰，流畅，喜欢就赶紧入手吧！,5
544,好用又能打，赞一个，系统本地化很多，跟一加比，功能简直太丰富了，这才是个手机系统应该有的样子，一加的系统太简陋,5
545,颜色很符合预期，产品完好无损，手机曲线很好看，水滴屏看起来还是很习惯的。总之很满意，也有赠品一个软的手机套，还挺实用的，下单配货速度也还行，总体来说很不错，性价比高。,5
546,不多说，骁龙855很强，小米9也很舒适，除了没耳机孔 摄像头后置太突出很诟病外，其他没什么缺点了，系统很不错好用,5
547,手机实在是太惊艳了，紫色非常的漂亮，系统流畅度太好了，而且京东的到货速度很快，我本以为要等一个星期，没想到第二天就到了,5
548,小米6很好用，尤其坐地铁时，别人拿出二维码，我只拿出手机放上去，好玩。雷布斯说的超广角镜头也很棒，只有月亮模式还没试。推荐大家也买小米6,5
549,刚拿到手，体验了下。运行很流畅，指纹解锁也很快。再去试试855的处理器，总体很满意,5
550,买来用了一段时间了，对小米最大的情怀就是MIUI，太好用了。骁龙855性能强劲自然不用说，红外线、NFC、无线充电也一应俱全。价格不到3000，一向的性价比神机。很满意，小米加油！,5
551,已经用了几天了，很不错的，确实性价比高，小米系统的易用性很多好，第一次用小米手机，不错的，屏幕好，系统反应灵敏，是抢到的，也不能难，准点进，基本能抢到。,5
552,关注小米好多年了，但这是第一次自己买小米手机，之前是用6s的，怎么说呢，小米现在系统确实优化的不错，从ios转过来没啥不适感，基本两天就上手了，硬件配置高，手机用起来确实特别顺滑，不会卡，用了两个星期了，总体感觉不错，值得推荐，目前性价比最好的手机。,5
553,手机用了几天打游戏时间长了会发烫，用电稍快，不过充电也非常快，拍照真的很厉害，灰色很耐看，总体感觉非常好！！,5
554,手机用了2天，各方面都还是比较满意，颜色真的挺抢眼的，拿在手里手感不错，性价比高，27万快速充电速度亦很快，高颜值，还不贵，物有所值。,5
555,一如既往地喜欢小米，支持小米。不要怀疑，我就是个米粉。小米9也是用了一个星期才来评价的。送给女朋友的礼物。这几天使用的体验，手机运行非常流畅，屏幕触感好，拍照清晰。以后有时间再来评价吧,5
556,物流速度超级快。简直是出乎意料当天就到了，快递小哥也很敬业，晚上七八点了还帮忙送过来。手机很不错，用起来运行流畅，屏幕显示清晰。颜色是我喜欢的，而且618当天价格超级划算，像素方面照起来很清晰，音质也还不错,5
557,19号买的23左右到了，手机不错，比两年前买的1+3T快，拍照很清晰超广角长焦都很好，默认照片还是有些祖传绿，其他方面都不错,5
558,可能是运气好吧，当天就抢到了，很棒的一款手机，一直都在等小米的新款，这次的水滴屏很满意，第五代屏幕指纹虽然比不上第六代的，但是反应速度一点都不孬，总的来说性价比还是不错的。,5
559,"一个字真香，同价位最值得买的手机没有之一，速度很快，电池虽然小续航还不错，打游戏很给力，好看又能打，
很喜欢深色主题。
之前我抢小米手发一次也没想到过在这里，但开个会员真容易，一点就到手了，不知道为什么",5
